Year,Month,Proxy CBInfo,Proxy MP traditional,Proxy forward guidance
1979,7,0.0,0.0,0.0
1979,8,0.0,0.0,0.0
1979,9,0.0,0.0,0.0
1979,10,0.0,0.0,0.0
1979,11,0.0,0.0,0.0
1979,12,0.0,0.0,0.0
1980,1,0.0,0.0,0.0
1980,2,0.0,0.0,0.0
1980,3,0.0,0.0,0.0
1980,4,0.0,0.0,0.0
1980,5,0.0,0.0,0.0
1980,6,0.0,0.0,0.0
1980,7,0.0,0.0,0.0
1980,8,0.0,0.0,0.0
1980,9,0.0,0.0,0.0
1980,10,0.0,0.0,0.0
1980,11,0.0,0.0,0.0
1980,12,0.0,0.0,0.0
1981,1,0.0,0.0,0.0
1981,2,0.0,0.0,0.0
1981,3,0.0,0.0,0.0
1981,4,0.0,0.0,0.0
1981,5,0.0,0.0,0.0
1981,6,0.0,0.0,0.0
1981,7,0.0,0.0,0.0
1981,8,0.0,0.0,0.0
1981,9,0.0,0.0,0.0
1981,10,0.0,0.0,0.0
1981,11,0.0,0.0,0.0
1981,12,0.0,0.0,0.0
1982,1,0.0,0.0,0.0
1982,2,0.0,0.0,0.0
1982,3,0.0,0.0,0.0
1982,4,0.0,0.0,0.0
1982,5,0.0,0.0,0.0
1982,6,0.0,0.0,0.0
1982,7,0.0,0.0,0.0
1982,8,0.0,0.0,0.0
1982,9,0.0,0.0,0.0
1982,10,0.0,0.0,0.0
1982,11,0.0,0.0,0.0
1982,12,0.0,0.0,0.0
1983,1,0.0,0.0,0.0
1983,2,0.0,0.0,0.0
1983,3,0.0,0.0,0.0
1983,4,0.0,0.0,0.0
1983,5,0.0,0.0,0.0
1983,6,0.0,0.0,0.0
1983,7,0.0,0.0,0.0
1983,8,0.0,0.0,0.0
1983,9,0.0,0.0,0.0
1983,10,0.0,0.0,0.0
1983,11,0.0,0.0,0.0
1983,12,0.0,0.0,0.0
1984,1,0.0,0.0,0.0
1984,2,0.0,0.0,0.0
1984,3,0.0,0.0,0.0
1984,4,0.0,0.0,0.0
1984,5,0.0,0.0,0.0
1984,6,0.0,0.0,0.0
1984,7,0.0,0.0,0.0
1984,8,0.0,0.0,0.0
1984,9,0.0,0.0,0.0
1984,10,0.0,0.0,0.0
1984,11,0.0,0.0,0.0
1984,12,0.0,0.0,0.0
1985,1,0.0,0.0,0.0
1985,2,0.0,0.0,0.0
1985,3,0.0,0.0,0.0
1985,4,0.0,0.0,0.0
1985,5,0.0,0.0,0.0
1985,6,0.0,0.0,0.0
1985,7,0.0,0.0,0.0
1985,8,0.0,0.0,0.0
1985,9,0.0,0.0,0.0
1985,10,0.0,0.0,0.0
1985,11,0.0,0.0,0.0
1985,12,0.0,0.0,0.0
1986,1,0.0,0.0,0.0
1986,2,0.0,0.0,0.0
1986,3,0.0,0.0,0.0
1986,4,0.0,0.0,0.0
1986,5,0.0,0.0,0.0
1986,6,0.0,0.0,0.0
1986,7,0.0,0.0,0.0
1986,8,0.0,0.0,0.0
1986,9,0.0,0.0,0.0
1986,10,0.0,0.0,0.0
1986,11,0.0,0.0,0.0
1986,12,0.0,0.0,0.0
1987,1,0.0,0.0,0.0
1987,2,0.0,0.0,0.0
1987,3,0.0,0.0,0.0
1987,4,0.0,0.0,0.0
1987,5,0.0,0.0,0.0
1987,6,0.0,0.0,0.0
1987,7,0.0,0.0,0.0
1987,8,0.0,0.0,0.0
1987,9,0.0,0.0,0.0
1987,10,0.0,0.0,0.0
1987,11,0.0,0.0,0.0
1987,12,0.0,0.0,0.0
1988,1,0.0,0.0,0.0
1988,2,0.0,0.0,0.0
1988,3,0.0,0.0,0.0
1988,4,0.0,0.0,0.0
1988,5,0.0,0.0,0.0
1988,6,0.0,0.0,0.0
1988,7,0.0,0.0,0.0
1988,8,0.0,0.0,0.0
1988,9,0.0,0.0,0.0
1988,10,0.0,0.0,0.0
1988,11,0.0,0.0,0.0
1988,12,0.0,0.0,0.0
1989,1,0.0,0.0,0.0
1989,2,0.0,0.0,0.0
1989,3,0.0,0.0,0.0
1989,4,0.0,0.0,0.0
1989,5,0.0,0.0,0.0
1989,6,0.0,0.0,0.0
1989,7,0.0,0.0,0.0
1989,8,0.0,0.0,0.0
1989,9,0.0,0.0,0.0
1989,10,0.0,0.0,0.0
1989,11,0.0,0.0,0.0
1989,12,0.0,0.0,0.0
1990,1,0.0,0.0,0.0
1990,2,0.0,0.0,0.0
1990,3,0.0,0.0,0.0
1990,4,0.0,0.0,0.0
1990,5,0.0,0.0,0.0
1990,6,0.0,0.0,0.0
1990,7,0.0,0.0,0.0
1990,8,0.0,0.0,0.0
1990,9,0.0,0.0,0.0
1990,10,0.0,0.0,0.0
1990,11,0.0,0.0,0.0
1990,12,0.0,0.0,0.0
1991,1,0.0,0.0,0.0
1991,2,0.0,0.0,0.0
1991,3,0.0,0.0,0.0
1991,4,0.0,0.0,0.0
1991,5,0.0,0.0,0.0
1991,6,0.0,0.0,0.0
1991,7,0.0,0.0,0.0
1991,8,0.0,0.0,0.0
1991,9,0.0,0.0,0.0
1991,10,0.0,0.0,0.0
1991,11,0.0,0.0,0.0
1991,12,0.0,0.0,0.0
1992,1,0.0,0.0,0.0
1992,2,0.0,0.0,0.0
1992,3,0.0,0.0,0.0
1992,4,0.0,0.0,0.0
1992,5,0.0,0.0,0.0
1992,6,0.0,0.0,0.0
1992,7,0.0,0.0,0.0
1992,8,0.0,0.0,0.0
1992,9,0.0,0.0,0.0
1992,10,0.0,0.0,0.0
1992,11,0.0,0.0,0.0
1992,12,0.0,0.0,0.0
1993,1,0.0,0.0,0.0
1993,2,0.0,0.0,0.0
1993,3,0.0,0.0,0.0
1993,4,0.0,0.0,0.0
1993,5,0.0,0.0,0.0
1993,6,0.0,0.0,0.0
1993,7,0.0,0.0,0.0
1993,8,0.0,0.0,0.0
1993,9,0.0,0.0,0.0
1993,10,0.0,0.0,0.0
1993,11,0.0,0.0,0.0
1993,12,0.0,0.0,0.0
1994,1,0.0,0.0,0.0
1994,2,1.0275399663922218,-0.23641312465715694,3.4225829306629936
1994,3,-0.22902935752146691,0.366526153735605,-1.3347458869739863
1994,4,-0.1010360453293938,2.5163870829186683,0.2822526294193085
1994,5,-0.2967502292825683,1.6035355695386355,-2.800459921819888
1994,6,0.0,0.0,0.0
1994,7,-0.24747237855930976,0.12173171174162233,0.10140812638423156
1994,8,0.7526381884094053,0.2541643352285323,0.2522482221165192
1994,9,-0.271908675525238,-0.5469184166977883,0.4831380280593652
1994,10,0.0,0.0,0.0
1994,11,-0.7767756627661807,1.7563572681687243,-0.5922241767130864
1994,12,0.129584156267622,-0.9041116120599774,0.6032097498129124
1995,1,0.0,0.0,0.0
1995,2,0.6794796899762542,0.024305688617218556,1.5484523525049634
1995,3,-0.1371685243336504,0.5756376674331348,-0.11331018380944376
1995,4,0.0,0.0,0.0
1995,5,0.013093090573840267,0.18274223324388109,-0.016674244774636603
1995,6,0.0,0.0,0.0
1995,7,-1.5692495215551285,-2.8318419129563392,-1.4276671537210286
1995,8,0.2718392617453382,0.08146787826843938,0.8270844233794621
1995,9,0.19928819959079636,0.7505314444209793,0.35201891487549747
1995,10,0.0,0.0,0.0
1995,11,0.3712234867972788,0.1278610568829282,0.6447576606448103
1995,12,0.4142332047894685,-0.8189638427494607,0.36438278007416236
1996,1,-0.21234793469918353,-0.20563190424511193,-0.29893070385971104
1996,2,0.0,0.0,0.0
1996,3,0.5169812440211855,0.4752218393324145,-0.09379483344108835
1996,4,0.0,0.0,0.0
1996,5,-0.1116404131901609,0.09341728829697214,0.3968011684928724
1996,6,0.0,0.0,0.0
1996,7,0.008631941758901251,-0.40261360485646314,-0.11077610710917249
1996,8,-0.057519295046963806,0.12458772400289418,0.26244423742815404
1996,9,-0.7165648131718817,-2.62031858094126,0.49236981891221643
1996,10,0.0,0.0,0.0
1996,11,0.35585902067272024,0.06977080229312843,-0.21320172720980096
1996,12,0.03279311709773917,-0.07061754172072436,0.3176110556352492
1997,1,0.0,0.0,0.0
1997,2,-0.35830186507769335,0.054160504627225145,0.3987520881600462
1997,3,-0.1682924626990629,0.7559527136852242,1.1638594333297707
1997,4,0.0,0.0,0.0
1997,5,0.7694754963397079,-1.5919424282737251,0.5328572182574269
1997,6,0.0,0.0,0.0
1997,7,0.4223095594589166,-0.19114065798696458,0.20972776519554795
1997,8,-0.5425353143692382,0.24587263713256494,0.2763176918492124
1997,9,-0.34031281603250163,0.11849159727461515,0.03365084497420844
1997,10,0.0,0.0,0.0
1997,11,-1.251754397030893,0.025318675657468034,-0.26720249332516965
1997,12,-0.30794522697335197,-0.06715855324428081,-0.022211137018068115
1998,1,0.0,0.0,0.0
1998,2,-0.24621139399335276,0.04340978990580526,0.5676161558530053
1998,3,0.06853538281984363,0.1772256987538385,0.06803102932245092
1998,4,0.0,0.0,0.0
1998,5,-0.35873303482907914,-0.05592764717968736,-0.136483334477904
1998,6,0.0,0.0,0.0
1998,7,0.1366361959752804,0.4462843531596368,-0.27838008249146445
1998,8,0.200003646290642,0.4798546359767335,-0.41713316677508167
1998,9,-1.1225211635671777,1.4636750598235355,-0.366903401547685
1998,10,0.6377968825911013,-4.367596630982313,-2.125889822175196
1998,11,1.1264656696736686,0.5035536670352779,-0.8781785032469196
1998,12,-0.11106341511373999,0.13517324890482402,0.14942113825681202
1999,1,0.0,0.0,0.0
1999,2,0.44529446962423685,0.22844624340182443,0.11695327272253385
1999,3,-0.6149731087552092,-0.29990522419351745,-0.1164700907978441
1999,4,0.0,0.0,0.0
1999,5,-0.790771079296606,0.42059532228014335,2.5717149220403384
1999,6,1.2924274687467785,-0.6575795084033672,-2.147846039129353
1999,7,0.0,0.0,0.0
1999,8,0.8761647986086029,0.737102203994819,-0.7166860385457685
1999,9,0.0,0.0,0.0
1999,10,-0.3393753345020814,0.6881470001020764,1.4061360158649105
1999,11,0.23837477379635527,1.288735080344344,0.7597147905803786
1999,12,1.2487763580040563,0.21128766255786838,0.377490596625958
2000,1,0.0,0.0,0.0
2000,2,-0.06754402705992779,0.10092915722921796,0.9877532994250972
2000,3,0.48933752521590906,-0.042101543185008986,0.5772890207794787
2000,4,0.0,0.0,0.0
2000,5,-0.35805717585582986,1.4993109769549735,0.13784493641096296
2000,6,0.12700744408129871,-0.02285657655673942,-0.47310251626390515
2000,7,0.0,0.0,0.0
2000,8,0.06393685552568383,0.23345483652312352,0.3241015790711496
2000,9,0.0,0.0,0.0
2000,10,0.24731525177303113,0.5703592935184922,0.8725384170639902
2000,11,-1.0054738974626392,-0.055751774929301216,0.44491725286940875
2000,12,-0.837161780741325,-0.19388596614607084,0.828553437920879
2001,1,5.858970508805313,-1.0497549261107282,-0.4254032514938791
2001,2,0.0,0.0,0.0
2001,3,-1.2040614682203683,-1.7063893043499798,1.1457898677828173
2001,4,1.716172083941623,-7.030411311923669,0.43312278851464026
2001,5,-0.6164428544652879,-2.646743540728268,-0.4453830183714562
2001,6,-0.11292679887137176,1.6602586895856648,0.006167836651954995
2001,7,0.0,0.0,0.0
2001,8,-1.5352079804120387,-0.4737542421148342,0.053440970264807625
2001,9,0.0,0.0,0.0
2001,10,-0.392861706817331,-0.8147134691385605,0.7713336440749765
2001,11,0.40103315768351144,-2.468623998642736,-0.5495310969960546
2001,12,-0.4219135398522795,-0.318442777020416,-1.013967299568607
2002,1,-0.2408928860616999,0.5929718181356469,-0.3134231992649979
2002,2,0.0,0.0,0.0
2002,3,-1.3874225879702677,-0.8736654046298551,-0.40482130464678373
2002,4,0.0,0.0,0.0
2002,5,-0.9307497308416233,-0.35626999868956627,-0.07770621754650388
2002,6,-0.8666726170588974,-0.2581016958033183,0.5879404794922919
2002,7,0.0,0.0,0.0
2002,8,-2.282295057801682,-0.8418342080278496,-0.8381118942755474
2002,9,-1.4387008837239177,-0.27461529062260515,0.7442083265221349
2002,10,0.0,0.0,0.0
2002,11,-1.8652681111022875,-1.9933935849043856,1.0417994877883223
2002,12,0.04626697914759053,0.23806569399740304,0.8744007406770189
2003,1,0.7678243873112638,0.8720909163484485,0.16301522785314454
2003,2,0.0,0.0,0.0
2003,3,-0.673230579244075,-0.4476576685152137,0.7062017519756575
2003,4,0.0,0.0,0.0
2003,5,-0.8891328246335118,-0.5225668025102468,-1.428275051188839
2003,6,0.007163418184425266,2.381365368119221,-0.5973847626353066
2003,7,0.0,0.0,0.0
2003,8,-0.8203638014227944,0.21373112434594416,-0.9816478944780821
2003,9,-0.36643419562664437,0.13179843205500336,-0.06983352616691552
2003,10,-1.5365466880331802,0.08496231632968612,-2.0766560930352873
2003,11,0.0,0.0,0.0
2003,12,0.8522936643301918,0.19653045362184787,1.2820559489490342
2004,1,1.5712456828494887,-0.3315850661716588,5.091360204631455
2004,2,0.0,0.0,0.0
2004,3,-1.2125568725772233,0.15477310525742266,-1.5933249957242899
2004,4,0.0,0.0,0.0
2004,5,0.9787215361349806,0.17903965812970285,0.31590729758893615
2004,6,0.4056122675608887,0.0772582705844339,-0.2110369174611015
2004,7,0.0,0.0,0.0
2004,8,-0.010011696745242472,0.9278153318417609,0.2905736992154431
2004,9,0.062470831829908445,-0.002162225668568262,-0.061024511123039006
2004,10,0.0,0.0,0.0
2004,11,-0.14080266052950866,0.026781731973559753,-0.42216216243162963
2004,12,-0.08470949451443707,0.11918456544841946,-0.325186347959716
2005,1,0.0,0.0,0.0
2005,2,0.04781322791415722,0.19087183573038832,-0.03240862492003934
2005,3,0.7583468849551824,0.2003921301416564,1.7653288952602686
2005,4,0.0,0.0,0.0
2005,5,0.9705736737877841,0.48963547663680557,0.24684798907174918
2005,6,-0.10685636139206443,0.3177874519673237,0.8518134061640077
2005,7,0.0,0.0,0.0
2005,8,0.09111643858007805,0.08177486121722484,-0.5325482457366332
2005,9,-0.1527387991722504,0.8096164345095439,-0.32865348193766425
2005,10,0.0,0.0,0.0
2005,11,0.6549849594605952,0.25627167770981185,0.14823132585033288
2005,12,0.6993849129816758,0.2648563869503066,-0.4553677261507429
2006,1,-0.029956211527859124,0.6062520883799242,0.39961552860424454
2006,2,0.0,0.0,0.0
2006,3,-0.38744251525762097,0.5641303138665069,0.9089627247404805
2006,4,0.0,0.0,0.0
2006,5,0.4961839633958221,0.8445202158538819,0.6664081545935144
2006,6,0.20279450280114403,-0.12873725819973394,-0.9607113899582835
2006,7,0.0,0.0,0.0
2006,8,-0.4701243851763908,-0.6751458817754394,0.4645036656063881
2006,9,0.026738046481823076,0.06801138777753653,0.677311388829009
2006,10,-0.2371072570686433,0.0830386918621861,-0.25337737075983713
2006,11,0.0,0.0,0.0
2006,12,-0.09620891193995562,0.23441778147888287,-1.0201442910265641
2007,1,0.760710972837621,0.27875322203947445,-0.48041354635470307
2007,2,0.0,0.0,0.0
2007,3,0.16158983367675703,0.2969347572576546,-2.3394178188952965
2007,4,0.0,0.0,0.0
2007,5,-0.20243124897571999,0.2497028247136565,-0.021965905922487643
2007,6,-0.1766696067641192,0.061542579629757226,0.5251183458058886
2007,7,0.0,0.0,0.0
2007,8,-1.3985646890513292,-0.33764278967091266,0.8912352006640418
2007,9,1.0127787387308627,-2.9906265663753366,-0.4423756104587691
2007,10,0.28051658101193655,0.607229446626847,1.278970387813249
2007,11,0.0,0.0,0.0
2007,12,-4.57637066162768,0.46058219091682595,-2.401419715375086
2008,1,-0.0666198028519801,-5.347094516813398,3.491521603640367
2008,2,0.0,0.0,0.0
2008,3,0.5344895986861982,4.012953032434169,1.3674210032636738
2008,4,0.3721411794654035,-1.3451885140902289,0.478168462504604
2008,5,0.0,0.0,0.0
2008,6,-0.43260500072839725,0.6170271462174598,-1.2301231389789322
2008,7,0.0,0.0,0.0
2008,8,0.3240836505772738,-0.4489896919116299,0.46016634747953633
2008,9,-0.8431736789846869,2.5382361059933127,-0.5428845722429365
2008,10,-4.109603997977706,-1.9021589649930628,2.425495493261524
2008,11,0.0,0.0,0.0
2008,12,1.0750109157130487,-3.135721307330571,-1.3064672674602342
2009,1,-0.10721367309251739,0.15457281226898315,0.0378460566583737
2009,2,0.0,0.0,0.0
2009,3,1.4338606817014619,0.6181517867903142,-2.4590151238162905
2009,4,1.4218034614373265,0.5569441480798967,-0.32420196302784104
2009,5,0.0,0.0,0.0
2009,6,-0.18837562894211782,-0.046637853898033946,1.1564569043761435
2009,7,0.0,0.0,0.0
2009,8,-0.4608715797413169,-0.008201100487135071,0.07867153195659106
2009,9,-0.0214334021540438,0.1849472392115494,-1.844817510776757
2009,10,0.0,0.0,0.0
2009,11,-0.1380652167174261,0.022798155335243177,-0.39594509356984225
2009,12,-0.08887528268681409,0.041441799099788366,0.1324979254791006
2010,1,1.0634080550644012,0.13778636724155294,1.2344308662163919
2010,2,0.0,0.0,0.0
2010,3,-0.31668757857618346,0.09496561869755775,-0.9929946840838273
2010,4,0.28500417378286313,0.04809338621927963,-0.15088853676007252
2010,5,0.0,0.0,0.0
2010,6,0.5782310590279123,0.3150673732204714,-0.272781976812076
2010,7,0.0,0.0,0.0
2010,8,1.013329318456257,0.45347802070422144,-0.6868738266535033
2010,9,0.8904271072236731,0.5430506775750606,-0.7396312625845508
2010,10,0.0,0.0,0.0
2010,11,-0.8562172606952768,0.1331549104994531,0.05739994253545673
2010,12,-0.06153470498407324,0.2027271604561456,-0.20526131046715387
2011,1,-0.2549757377002933,0.07515521581778518,-0.22331368676186766
2011,2,0.0,0.0,0.0
2011,3,0.9431343078169664,0.252060503691998,0.44324161964855935
2011,4,-0.1609648886608523,0.16977281282373824,-0.6970018528300773
2011,5,0.0,0.0,0.0
2011,6,0.43924983736947243,0.09064541481421322,0.3352312026761332
2011,7,0.0,0.0,0.0
2011,8,-2.745873847551895,-0.12193105883107827,-1.3872060306929646
2011,9,0.11213942811897457,0.4888017289177173,0.6358782522690722
2011,10,0.0,0.0,0.0
2011,11,-0.07587871292342768,0.34218998727015526,0.14172081160065136
2011,12,-1.1377612227281588,-0.08672640379873142,0.5048668735677475
2012,1,0.29645285193128007,0.3392684876887447,-0.6805099932567381
2012,2,0.0,0.0,0.0
2012,3,0.06658060544371723,0.1582698349390106,0.17874735584754972
2012,4,-0.09781621123973229,0.17619626339551409,-0.08173464924584153
2012,5,0.0,0.0,0.0
2012,6,0.2343547184967229,0.3667348795849527,0.2866892552219576
2012,7,0.0,0.0,0.0
2012,8,0.38049182590446573,0.48508058636412094,0.3151956528925813
2012,9,1.2361021477846457,0.8282786976336243,-0.32652687560344495
2012,10,-0.030554222039389498,0.055097477791602976,0.10606814123846922
2012,11,0.0,0.0,0.0
2012,12,0.6409371618292786,0.329749794671069,-0.3011989628753112
2013,1,-0.16568511665987853,0.176953332594754,-0.14982541703522767
2013,2,0.0,0.0,0.0
2013,3,0.11119228633170938,0.34209732588908803,-0.27666921870418426
2013,4,0.0,0.0,0.0
2013,5,0.27102753441462524,0.24313670909087,-0.13356429483994245
2013,6,0.2169457695512276,0.25448282771836384,0.3426257760444424
2013,7,0.7077260327845035,0.3634238877820913,-0.43855087106245333
2013,8,0.0,0.0,0.0
2013,9,1.3749060413364518,0.6875126214158491,-1.7376132213547237
2013,10,-0.4216008170970933,0.06292442267096066,0.2874038963289696
2013,11,0.0,0.0,0.0
2013,12,2.461763376431215,0.9271596289194293,-1.5478269406950653
2014,1,-0.6692351294443237,0.022977393038813666,0.2925414559718911
2014,2,0.0,0.0,0.0
2014,3,0.6291618964685018,0.04720799652171666,1.3653231141365298
2014,4,0.07825794915438102,0.1980003640270821,-0.04620548328840331
2014,5,0.0,0.0,0.0
2014,6,0.7902084138099411,0.28978360718496426,0.07596807136035676
2014,7,0.6198999027869855,0.34285969709903635,-0.3987500574154445
2014,8,0.0,0.0,0.0
2014,9,0.9843057785180305,0.2422775967372902,0.5399056302485322
2014,10,-0.001270538439185034,0.2329468471443054,0.8602487660075385
2014,11,0.0,0.0,0.0
2014,12,0.27781367025610154,0.4625799122927556,-2.0243543961873045
2015,1,-0.43728677887078565,0.13370669913560834,-0.14755520528742375
2015,2,0.0,0.0,0.0
2015,3,1.3375470958298041,0.388035301810218,-2.3714430998961036
2015,4,0.13986307384905342,0.23046070051968576,-0.18120823503525296
2015,5,0.0,0.0,0.0
2015,6,0.04623350869710748,-0.07479293023946647,-0.8334697290447228
2015,7,0.09743477094151229,0.26584674751697523,-0.43106532968192135
2015,8,0.0,0.0,0.0
2015,9,-0.29966668827800763,-1.1434677620071396,-0.15937829137192716
2015,10,-0.3519722483943976,0.6394529576301702,1.0892140096929614
2015,11,0.0,0.0,0.0
2015,12,-0.0008469244797899116,0.6866365391058682,-0.6446132871774417
2016,1,-0.9635040203164642,-0.017676550945583732,-0.3360550502617662
2016,2,0.0,0.0,0.0
2016,3,-0.6984426753752948,-0.836666361493292,-1.1673636099764872
2016,4,0.6070180779441439,0.14750103110454144,0.15486349208919883
2016,5,0.0,0.0,0.0
2016,6,-0.6258866581766184,-0.21366943008013928,-0.6387105525394092
2016,7,0.38628007399064856,0.13466211015907897,0.024252979840504393
2016,8,0.0,0.0,0.0
2016,9,-0.10769266568983728,0.23450362335608974,-1.0314146836817644
2016,10,0.0,0.0,0.0
2016,11,0.2566002935611742,0.21201138056524682,0.037719502582674466
2016,12,0.6205907075171387,0.27866348999129636,1.1715198435273964
